job_id,estimate_id,customer_id,service_id,crew_id,scheduled_date,completed_date,job_status,city,billed_revenue,estimated_labor_hours,actual_labor_hours,estimated_material_cost,actual_material_cost,rework_flag,weather_delay_flag,travel_minutes,customer_rating
907742,,191,1,3,2025-04-30,2025-05-01,Completed,Brentwood,114.34,2.15,2.94,12.1,12.96,0,1,33,4.2
911401,,286,1,4,2025-05-01,2025-05-01,Completed,Spring Hill,58.26,1.11,1.09,6.05,6.84,0,0,22,4.6
917175,50478,113,3,2,2025-04-29,2025-05-01,Completed,Franklin,596.84,8.01,6.53,160.86,182.1,0,1,19,4.7
911054,,274,1,2,2025-04-29,2025-05-01,Completed,Franklin,71.22,1.41,1.4,8.79,9.97,0,1,31,5.0
914241,,359,1,4,2025-05-01,2025-05-01,Completed,Nolensville,88.41,1.26,1.1,8.57,9.65,0,0,37,4.6
911881,,299,1,3,2025-05-01,2025-05-01,Completed,Brentwood,57.59,0.99,1.04,6.22,5.37,0,0,24,4.3
911131,,279,1,2,2025-05-01,2025-05-01,Completed,Franklin,56.65,0.98,0.97,6.5,6.6,0,0,26,4.6
900756,,19,1,2,2025-05-01,2025-05-01,Completed,Franklin,57.83,0.92,0.79,6.62,6.37,0,0,23,4.6
906243,,158,1,3,2025-05-01,2025-05-01,Completed,Brentwood,69.29,1.02,1.11,6.22,7.12,0,0,54,5.0
912363,,313,1,1,2025-05-01,2025-05-01,Completed,Nolensville,126.14,2.27,2.21,14.1,14.56,0,0,28,4.5
911567,,289,1,4,2025-05-01,2025-05-01,Completed,Nolensville,57.65,1.0,0.81,6.32,5.85,0,0,21,4.7
915596,,390,1,2,2025-05-01,2025-05-01,Completed,Franklin,58.76,0.94,1.0,6.21,6.9,0,0,15,4.3
908422,,204,1,2,2025-05-01,2025-05-01,Completed,Franklin,60.69,1.02,1.15,6.24,6.41,0,0,8,4.6
905850,,148,1,4,2025-05-01,2025-05-01,Completed,Brentwood,57.13,1.06,0.86,6.23,5.9,0,0,47,4.6
900390,,11,1,1,2025-05-01,2025-05-01,Completed,Nolensville,62.03,1.07,1.08,6.71,7.48,0,0,25,4.4
903876,,100,1,4,2025-04-29,2025-05-01,Completed,Spring Hill,119.22,1.93,1.97,12.73,13.22,0,1,24,4.8
900966,,27,1,1,2025-05-01,2025-05-01,Completed,Nolensville,73.98,1.34,1.24,9.41,10.05,0,0,19,4.9
904693,,120,1,1,2025-05-01,2025-05-01,Completed,Nolensville,79.55,1.29,1.35,8.63,6.26,0,0,8,4.8
904591,,118,1,1,2025-05-01,2025-05-01,Completed,Brentwood,58.47,0.97,1.04,6.69,6.72,0,0,22,4.6
912049,,304,1,2,2025-05-01,2025-05-01,Completed,Franklin,98.39,1.42,1.56,8.65,7.79,0,0,36,4.3
908081,,197,1,1,2025-05-01,2025-05-01,Completed,Nolensville,81.82,1.37,1.29,8.82,7.95,0,0,23,4.7
910064,,246,1,2,2025-05-01,2025-05-01,Completed,Franklin,72.2,1.03,1.07,6.46,6.59,0,0,42,4.8
913862,,351,1,1,2025-05-01,2025-05-01,Completed,Nolensville,58.53,0.96,0.89,6.44,6.9,0,0,18,4.8
917255,50618,148,10,3,2025-05-01,2025-05-01,Completed,Brentwood,2530.1,28.83,45.38,864.66,781.58,0,0,30,4.3
912429,,314,1,2,2025-05-01,2025-05-01,Completed,Franklin,67.46,1.02,0.98,6.73,6.44,0,0,23,4.9
910755,,266,1,3,2025-04-30,2025-05-01,Completed,Brentwood,57.72,0.95,1.15,6.22,6.29,0,1,36,4.8
909924,,241,1,5,2025-04-29,2025-05-01,Completed,Franklin,65.98,0.96,1.07,5.9,5.86,0,1,28,5.0
908616,,207,1,3,2025-05-01,2025-05-01,Completed,Brentwood,65.79,1.03,1.27,6.25,6.12,0,0,23,4.6
914476,,365,1,1,2025-05-01,2025-05-01,Completed,Nolensville,56.02,1.06,0.93,6.56,6.89,0,0,30,4.6
910991,,270,1,4,2025-04-29,2025-05-01,Completed,Spring Hill,58.59,0.95,0.94,6.62,6.88,0,1,26,4.3
915901,,397,1,2,2025-04-29,2025-05-01,Completed,Franklin,57.4,1.04,0.87,6.64,7.07,0,1,35,4.8
902326,,55,1,1,2025-05-01,2025-05-01,Completed,Nolensville,92.31,1.32,1.38,9.81,8.84,0,0,17,4.5
904901,,124,1,2,2025-04-29,2025-05-01,Completed,Franklin,79.52,1.44,1.61,8.73,6.86,0,1,13,5.0
912530,,317,1,1,2025-05-01,2025-05-01,Completed,Nolensville,80.74,1.49,1.42,8.98,9.55,0,0,35,4.1
910377,,252,1,5,2025-05-02,2025-05-02,Completed,Nashville,60.52,1.07,1.23,6.69,6.43,0,0,8,5.0
903494,,88,1,1,2025-05-02,2025-05-02,Completed,Nolensville,63.65,1.05,1.04,6.85,6.8,0,0,27,4.4
913823,,350,1,4,2025-05-01,2025-05-02,Completed,Spring Hill,61.46,1.07,0.92,6.11,5.66,0,1,42,4.5
911091,,275,1,3,2025-04-30,2025-05-02,Completed,Brentwood,56.82,1.02,1.25,5.78,5.42,0,1,30,4.4
901031,,28,1,1,2025-05-02,2025-05-02,Completed,Nolensville,61.34,0.98,0.96,6.77,6.37,0,0,15,4.5
901097,,29,1,2,2025-05-02,2025-05-02,Completed,Franklin,101.33,1.35,1.34,9.36,8.79,0,0,8,4.5
900245,,7,1,5,2025-05-02,2025-05-02,Completed,Brentwood,58.83,1.03,0.98,6.87,6.33,0,0,44,4.5
903298,,85,1,3,2025-05-02,2025-05-02,Completed,Brentwood,77.75,1.37,1.6,9.24,8.54,0,0,36,4.4
916865,,420,1,1,2025-05-02,2025-05-02,Completed,Nolensville,73.04,1.43,1.26,9.01,8.52,0,0,11,4.6
903535,,92,1,2,2025-05-02,2025-05-02,Completed,Franklin,84.0,1.33,1.39,9.44,9.03,0,0,8,4.8
900285,,9,1,2,2025-05-02,2025-05-02,Completed,Franklin,56.05,1.0,0.91,6.25,6.13,0,0,13,4.9
909860,,238,1,5,2025-05-02,2025-05-02,Completed,Nashville,54.8,1.05,1.08,5.93,5.88,0,0,26,4.1
906733,,171,1,3,2025-05-02,2025-05-02,Completed,Brentwood,72.7,1.44,1.61,8.72,8.89,0,0,20,4.1
912009,,303,1,2,2025-05-02,2025-05-02,Completed,Franklin,74.99,1.32,1.26,9.06,8.72,0,0,11,5.0
917681,51458,357,4,2,2025-05-02,2025-05-02,Completed,Franklin,464.18,5.39,5.25,99.48,102.52,0,0,38,4.5
913759,,349,1,1,2025-05-02,2025-05-02,Completed,Nolensville,124.43,2.14,2.26,12.89,14.08,0,0,22,4.5
901578,,39,1,1,2025-05-02,2025-05-02,Completed,Nolensville,53.92,1.0,0.96,6.46,6.69,0,0,23,4.7
909379,,228,1,2,2025-05-02,2025-05-02,Completed,Franklin,82.07,1.32,1.22,9.18,8.51,0,0,24,4.7
902088,,51,1,3,2025-05-02,2025-05-02,Completed,Brentwood,72.24,0.94,1.06,6.27,5.95,0,0,16,4.5
917157,50441,104,8,2,2025-05-02,2025-05-02,Completed,Franklin,451.02,4.85,4.38,53.38,54.04,0,0,46,4.0
904279,,110,1,1,2025-05-02,2025-05-02,Completed,Nolensville,59.7,0.92,0.78,6.95,7.45,0,0,40,4.5
914796,,373,1,2,2025-05-02,2025-05-02,Completed,Nolensville,61.91,0.99,0.94,6.05,6.29,0,0,40,4.7
915042,,378,1,3,2025-05-02,2025-05-02,Completed,Brentwood,111.17,2.08,2.45,13.21,14.2,0,0,14,4.8
907676,,190,1,1,2025-05-02,2025-05-02,Completed,Nolensville,97.51,1.49,1.26,8.68,8.02,0,0,18,4.7
910818,,267,1,5,2025-05-01,2025-05-02,Completed,Nashville,118.45,2.18,1.93,12.83,12.58,0,1,10,4.6
902845,,70,1,2,2025-05-02,2025-05-02,Completed,Franklin,66.63,1.05,1.06,6.24,6.63,0,0,16,4.4
916556,,413,1,3,2025-05-02,2025-05-02,Completed,Brentwood,80.2,1.37,1.41,8.86,9.21,0,0,13,4.3
914174,,357,1,2,2025-05-02,2025-05-02,Completed,Franklin,76.43,1.35,1.62,9.73,10.11,0,0,28,5.0
907177,,180,1,2,2025-05-02,2025-05-02,Completed,Franklin,74.9,1.29,1.48,9.31,9.88,0,0,23,4.6
905132,,132,1,4,2025-05-02,2025-05-02,Completed,Spring Hill,58.99,1.0,1.06,6.34,6.15,0,0,8,4.6
914936,,376,1,5,2025-05-02,2025-05-02,Completed,Nashville,76.93,1.55,1.87,8.95,9.05,0,0,25,4.6
913217,,336,1,1,2025-05-02,2025-05-02,Completed,Nolensville,73.76,1.52,1.45,8.67,8.07,0,0,28,4.9
914578,,367,1,4,2025-05-01,2025-05-02,Completed,Spring Hill,58.01,0.91,0.89,6.16,6.56,0,1,32,4.2
910924,,269,1,1,2025-05-02,2025-05-02,Completed,Nolensville,59.31,0.94,0.87,6.2,5.65,0,0,32,4.2
900692,,18,1,2,2025-05-02,2025-05-02,Completed,Franklin,54.71,1.03,1.1,6.35,7.2,0,0,12,4.7
912115,,306,1,5,2025-05-02,2025-05-02,Completed,Nashville,55.47,1.01,1.03,6.82,7.25,0,0,35,4.7
911673,,293,1,2,2025-05-02,2025-05-02,Completed,Franklin,58.62,1.06,1.01,6.66,6.75,0,0,31,4.9
910858,,268,1,5,2025-05-02,2025-05-02,Completed,Nashville,57.25,1.01,1.04,6.21,6.36,0,0,29,4.9
906567,,167,1,4,2025-05-01,2025-05-02,Completed,Spring Hill,54.43,0.98,0.79,5.83,5.0,0,1,8,4.6
905784,,147,1,1,2025-05-02,2025-05-02,Completed,Nolensville,53.32,1.01,1.03,6.54,5.97,0,0,35,4.6
900456,,13,1,3,2025-05-03,2025-05-03,Completed,Brentwood,56.05,0.95,1.0,6.46,6.27,0,0,37,4.5
914107,,356,1,3,2025-05-03,2025-05-03,Completed,Brentwood,71.05,1.39,1.67,9.81,8.87,0,0,28,4.4
913284,,339,1,2,2025-05-03,2025-05-03,Completed,Franklin,60.12,0.94,1.03,6.56,6.52,0,0,12,4.6
908832,,212,1,4,2025-05-01,2025-05-03,Completed,Spring Hill,70.57,1.08,1.16,6.56,6.08,0,1,34,4.6
917406,50940,226,3,3,2025-05-03,2025-05-03,Completed,Nolensville,526.31,6.79,9.39,137.05,167.47,0,0,58,4.2
914679,,370,1,3,2025-05-03,2025-05-03,Completed,Nolensville,82.74,1.44,1.96,8.28,8.27,1,0,32,4.0
907411,,184,1,3,2025-05-02,2025-05-03,Completed,Brentwood,81.94,1.39,1.59,9.21,9.28,0,1,36,4.3
901682,,41,1,1,2025-05-03,2025-05-03,Completed,Franklin,61.5,1.03,0.9,6.33,6.33,0,0,27,4.8
911777,,295,1,4,2025-05-01,2025-05-03,Completed,Spring Hill,68.15,1.02,0.95,6.05,6.12,0,1,36,4.7
903156,,81,1,5,2025-05-03,2025-05-03,Completed,Nashville,94.53,1.44,1.41,8.83,9.08,0,0,10,4.4
905094,,129,1,1,2025-05-03,2025-05-03,Completed,Franklin,87.19,1.38,1.36,9.44,10.03,0,0,45,4.8
914898,,375,1,1,2025-05-03,2025-05-03,Completed,Brentwood,57.06,1.11,0.96,6.33,6.8,0,0,47,5.0
900561,,15,1,4,2025-05-03,2025-05-03,Completed,Nolensville,52.08,1.07,0.85,6.44,5.67,0,0,34,4.9
912945,,330,1,3,2025-05-03,2025-05-03,Completed,Franklin,61.48,0.97,0.97,6.47,7.69,0,0,41,4.8
900145,,4,1,4,2025-05-01,2025-05-03,Completed,Spring Hill,85.95,1.41,1.26,8.86,9.03,0,1,33,4.9
911194,,280,1,2,2025-05-03,2025-05-03,Completed,Nolensville,54.97,1.01,0.88,5.91,5.95,0,0,24,4.6
915768,,394,1,4,2025-05-03,2025-05-03,Completed,Spring Hill,67.9,1.06,0.86,6.15,6.04,0,0,25,4.5
913485,,342,1,3,2025-05-03,2025-05-03,Completed,Brentwood,61.11,1.02,1.03,7.05,6.97,0,0,16,5.0
901984,,47,1,2,2025-05-03,2025-05-03,Completed,Franklin,57.69,0.99,1.09,6.45,5.97,0,0,33,4.2
901202,,31,1,5,2025-05-01,2025-05-03,Completed,Nashville,126.33,2.13,2.55,13.04,13.62,0,1,10,4.6
916452,,411,1,2,2025-05-03,2025-05-03,Completed,Franklin,117.48,2.11,1.96,13.61,14.12,0,0,19,4.5
904550,,116,1,2,2025-05-03,2025-05-03,Completed,Franklin,58.66,0.97,0.95,5.73,5.86,0,0,36,4.2
907884,,194,1,1,2025-05-03,2025-05-03,Completed,Nolensville,59.89,0.88,0.93,6.38,5.62,0,0,10,4.5
906812,,173,1,4,2025-05-03,2025-05-03,Completed,Spring Hill,78.07,1.32,1.09,8.48,8.97,0,0,22,4.8
915701,,393,1,1,2025-05-02,2025-05-03,Completed,Brentwood,78.27,1.3,1.21,8.41,8.19,0,1,45,4.5
913692,,348,1,4,2025-05-03,2025-05-03,Completed,Spring Hill,53.58,1.07,1.03,6.42,7.23,0,0,23,4.6
906669,,170,1,1,2025-05-03,2025-05-03,Completed,Nolensville,75.86,1.43,1.61,9.1,9.61,0,0,24,5.0
901371,,35,1,1,2025-05-02,2025-05-03,Completed,Brentwood,54.33,1.01,1.07,6.44,4.61,0,1,47,4.6
903772,,98,1,2,2025-05-03,2025-05-03,Completed,Franklin,54.36,1.01,1.03,6.54,6.42,0,0,9,5.0
905248,,137,1,1,2025-05-03,2025-05-03,Completed,Nolensville,80.52,1.34,1.23,8.45,7.96,0,0,23,4.9
910244,,250,1,1,2025-05-03,2025-05-03,Completed,Nolensville,76.02,1.39,1.49,8.82,7.71,0,0,21,4.4
908277,,200,1,3,2025-05-02,2025-05-03,Completed,Brentwood,58.94,0.99,1.09,5.8,6.4,0,1,34,4.6
906461,,165,1,2,2025-05-03,2025-05-03,Completed,Franklin,57.47,0.99,0.84,6.8,7.02,0,0,29,4.8
916004,,399,1,5,2025-05-01,2025-05-03,Completed,Nashville,57.22,1.05,1.15,6.31,6.92,0,1,43,4.8
902155,,52,1,2,2025-05-03,2025-05-03,Completed,Franklin,122.13,2.05,2.15,13.2,12.14,0,0,48,4.9
913418,,341,1,5,2025-05-03,2025-05-03,Completed,Nashville,53.75,1.03,1.05,6.14,6.58,0,0,33,4.5
902529,,61,1,5,2025-05-02,2025-05-03,Completed,Nashville,69.88,1.02,0.97,6.22,7.19,0,1,41,4.5
905353,,139,1,1,2025-05-03,2025-05-03,Completed,Nolensville,61.06,1.13,1.27,6.62,6.1,0,0,21,4.8
902048,,48,1,3,2025-05-03,2025-05-03,Completed,Brentwood,56.75,1.04,1.15,6.3,6.3,0,0,29,4.4
902608,,64,1,3,2025-05-02,2025-05-03,Completed,Brentwood,79.31,1.41,1.67,8.78,9.73,0,1,29,4.6
910651,,261,1,5,2025-05-03,2025-05-03,Completed,Nashville,62.62,1.1,1.12,6.78,5.93,0,0,27,5.0
908768,,211,1,5,2025-05-02,2025-05-03,Completed,Nashville,66.21,1.06,1.17,6.62,6.65,0,1,28,4.7
905208,,135,1,4,2025-05-04,2025-05-04,Completed,Spring Hill,59.01,1.04,1.01,6.29,6.32,0,0,8,4.8
909314,,227,1,3,2025-05-04,2025-05-04,Completed,Brentwood,55.93,1.03,1.23,6.38,6.07,0,0,26,4.1
916947,50043,15,6,1,2025-05-04,2025-05-04,Completed,Nolensville,3377.93,33.46,32.06,1195.14,1170.0,0,0,28,4.9
907478,,186,1,5,2025-05-03,2025-05-04,Completed,Nashville,57.15,0.94,1.08,6.43,6.79,0,1,31,4.7
913966,,353,1,1,2025-05-04,2025-05-04,Completed,Nolensville,55.83,0.93,0.87,6.27,7.04,0,0,26,4.4
916350,,409,1,3,2025-05-04,2025-05-04,Completed,Brentwood,84.46,1.36,1.44,9.58,9.39,0,0,34,4.6
907074,,178,1,4,2025-05-04,2025-05-04,Completed,Spring Hill,53.1,0.94,0.76,6.18,6.84,0,0,30,4.3
910311,,251,1,5,2025-05-02,2025-05-04,Completed,Nashville,60.19,0.99,1.01,6.59,6.71,0,1,17,4.5
911234,,281,1,5,2025-05-04,2025-05-04,Completed,Nashville,58.43,1.01,0.94,6.5,5.45,0,0,14,4.6
908356,,203,1,1,2025-05-04,2025-05-04,Completed,Nolensville,82.17,1.44,1.34,8.81,8.82,0,0,27,5.0
908553,,206,1,1,2025-05-04,2025-05-04,Completed,Nolensville,60.24,0.99,0.9,7.17,6.99,0,0,31,5.0
903602,,95,1,1,2025-05-04,2025-05-04,Completed,Nolensville,94.03,1.48,1.4,9.23,8.85,0,0,20,4.7
902429,,58,1,1,2025-05-04,2025-05-04,Completed,Brentwood,66.51,0.98,0.9,6.91,6.77,0,0,38,4.7
912607,,320,1,1,2025-05-04,2025-05-04,Completed,Nolensville,81.2,1.24,1.05,9.56,9.89,0,0,9,4.9
915835,,395,1,1,2025-05-04,2025-05-04,Completed,Nolensville,55.23,0.89,0.99,6.56,6.91,0,0,16,4.5
916660,,416,1,3,2025-05-04,2025-05-04,Completed,Brentwood,78.1,1.34,1.51,8.72,8.55,0,0,35,4.0
916413,,410,1,4,2025-05-04,2025-05-04,Completed,Spring Hill,99.24,1.35,1.27,7.98,8.97,0,0,29,4.7
901919,,45,1,5,2025-05-04,2025-05-04,Completed,Nolensville,62.18,0.9,0.98,6.93,5.68,0,0,25,4.8
911297,,282,1,4,2025-05-04,2025-05-04,Completed,Spring Hill,128.51,2.04,1.69,12.67,13.66,0,0,36,4.7
907309,,182,1,4,2025-05-04,2025-05-04,Completed,Spring Hill,54.13,0.99,0.81,6.8,7.89,0,0,8,4.5
909106,,221,1,5,2025-05-02,2025-05-04,Completed,Nashville,120.94,2.01,1.86,12.5,11.84,0,1,14,5.0
909173,,222,1,2,2025-05-04,2025-05-04,Completed,Franklin,77.26,1.27,1.21,8.65,8.87,0,0,16,4.9
906878,,175,1,3,2025-05-04,2025-05-04,Completed,Brentwood,100.21,1.37,1.51,8.44,8.0,1,0,19,4.7
903705,,97,1,1,2025-05-02,2025-05-04,Completed,Brentwood,78.71,1.37,1.29,8.37,8.42,0,1,37,4.3
909963,,242,1,5,2025-05-04,2025-05-04,Completed,Nolensville,76.29,1.43,1.55,9.77,10.43,0,0,28,4.6
914410,,363,1,5,2025-05-04,2025-05-04,Completed,Nashville,58.56,0.98,1.08,6.16,5.94,0,0,16,4.7
908691,,209,1,1,2025-05-04,2025-05-04,Completed,Nolensville,58.62,0.95,0.85,6.6,6.49,0,0,20,4.8
917188,50502,120,3,1,2025-05-04,2025-05-04,Completed,Nolensville,610.39,8.04,7.11,150.92,158.11,0,0,31,4.7
901437,,36,1,4,2025-05-04,2025-05-04,Completed,Brentwood,82.16,1.39,1.15,9.33,8.77,0,0,46,4.5
913011,,331,1,2,2025-05-04,2025-05-04,Completed,Franklin,58.91,1.11,1.09,6.66,5.39,0,0,36,4.5
908214,,199,1,2,2025-05-04,2025-05-04,Completed,Franklin,77.33,1.42,1.51,8.48,8.04,0,0,10,4.0
905719,,146,1,2,2025-05-04,2025-05-04,Completed,Franklin,56.68,1.03,0.96,6.48,6.1,1,0,24,4.6
908728,,210,1,1,2025-05-04,2025-05-04,Completed,Nolensville,59.03,0.93,0.93,6.18,5.59,0,0,28,4.2
905420,,140,1,1,2025-05-04,2025-05-04,Completed,Nolensville,58.34,1.06,1.15,6.42,6.49,0,0,18,4.3
917398,50912,219,3,5,2025-05-05,2025-05-05,Completed,Franklin,1161.88,14.42,15.01,415.01,419.52,0,0,35,4.7
906357,,163,1,3,2025-05-05,2025-05-05,Completed,Brentwood,81.86,1.36,1.62,9.31,8.43,0,0,28,4.4
902568,,62,1,5,2025-05-05,2025-05-05,Completed,Nashville,81.23,1.34,1.43,9.65,9.1,0,0,8,4.8
911607,,290,1,1,2025-05-05,2025-05-05,Completed,Nolensville,58.14,1.08,1.04,6.04,5.45,0,0,8,4.7
904346,,111,1,3,2025-05-05,2025-05-05,Completed,Franklin,58.66,0.9,1.14,6.46,7.26,0,0,39,4.3
902713,,66,1,4,2025-05-05,2025-05-05,Completed,Spring Hill,71.96,1.45,1.46,10.06,8.85,0,0,30,4.2
908148,,198,1,2,2025-05-05,2025-05-05,Completed,Franklin,121.22,2.01,1.99,13.5,13.19,0,0,32,4.4
915173,,381,1,5,2025-05-05,2025-05-05,Completed,Nashville,78.72,1.39,1.35,8.47,8.21,0,0,34,4.3
911840,,298,1,5,2025-05-03,2025-05-05,Completed,Nashville,58.35,1.0,1.11,6.34,6.5,0,1,8,4.6
906398,,164,1,3,2025-05-05,2025-05-05,Completed,Nashville,55.52,0.95,1.15,6.41,6.13,0,0,38,4.4
907951,,195,1,5,2025-05-05,2025-05-05,Completed,Nashville,53.53,1.1,1.1,6.1,5.97,0,0,27,4.3
901643,,40,1,2,2025-05-05,2025-05-05,Completed,Franklin,55.53,1.07,1.21,6.86,6.28,0,0,19,4.7
900796,,21,1,2,2025-05-05,2025-05-05,Completed,Brentwood,98.69,1.38,1.47,8.47,8.19,0,0,46,4.7
910444,,254,1,2,2025-05-05,2025-05-05,Completed,Franklin,68.98,1.04,1.0,6.45,6.39,0,0,24,4.7
902223,,53,1,1,2025-05-05,2025-05-05,Completed,Nolensville,95.44,1.4,1.45,7.79,8.01,0,0,9,4.2
900900,,25,1,4,2025-05-05,2025-05-05,Completed,Spring Hill,80.49,1.34,1.15,8.91,8.45,0,0,20,4.2
912814,,328,1,4,2025-05-05,2025-05-05,Completed,Spring Hill,68.27,0.94,0.84,5.9,5.62,0,0,25,5.0
916285,,408,1,3,2025-05-05,2025-05-05,Completed,Brentwood,63.39,0.94,1.19,6.4,6.01,0,0,8,4.3
916761,,418,1,2,2025-05-05,2025-05-05,Completed,Franklin,58.01,0.9,0.87,6.12,6.19,0,0,38,4.7
903431,,87,1,1,2025-05-05,2025-05-05,Completed,Nolensville,55.91,1.01,0.96,6.61,5.45,0,0,20,4.7
914718,,371,1,4,2025-05-05,2025-05-05,Completed,Brentwood,57.47,1.03,1.01,6.27,5.93,0,0,45,4.9
901854,,44,1,3,2025-05-05,2025-05-05,Completed,Brentwood,54.47,1.05,1.14,5.88,6.8,0,0,8,4.7
903979,,103,1,2,2025-05-05,2025-05-05,Completed,Franklin,80.57,1.5,1.63,8.36,8.35,0,0,23,4.4
905486,,142,1,1,2025-05-05,2025-05-05,Completed,Nolensville,58.51,0.95,0.85,6.29,6.39,0,0,26,4.3
912297,,312,1,5,2025-05-05,2025-05-05,Completed,Nashville,137.09,2.15,2.36,13.72,13.78,0,0,18,4.8
915533,,389,1,2,2025-05-05,2025-05-05,Completed,Franklin,58.53,0.99,1.06,6.29,6.52,0,0,20,5.0
913926,,352,1,3,2025-05-05,2025-05-05,Completed,Franklin,122.39,2.0,2.63,13.01,14.23,0,0,49,4.7
903939,,102,1,2,2025-05-04,2025-05-05,Completed,Franklin,65.34,1.04,1.04,6.16,5.64,0,1,11,4.5
907611,,188,1,3,2025-05-05,2025-05-05,Completed,Nolensville,68.58,1.05,1.19,6.09,6.27,0,0,53,4.9
909663,,234,1,4,2025-05-05,2025-05-05,Completed,Spring Hill,56.33,0.95,0.84,6.5,6.91,0,0,26,5.0
902390,,57,1,4,2025-05-05,2025-05-05,Completed,Nashville,64.92,1.0,0.89,6.47,5.92,0,0,19,4.6
903365,,86,1,3,2025-05-05,2025-05-05,Completed,Brentwood,51.11,0.96,1.13,6.2,6.66,1,0,8,4.4
905551,,143,1,4,2025-05-04,2025-05-05,Completed,Spring Hill,62.04,1.0,0.83,6.43,6.56,0,1,29,4.4
901788,,43,1,5,2025-05-05,2025-05-05,Completed,Nashville,56.43,0.93,0.9,6.22,7.19,0,0,30,4.3
912774,,324,1,2,2025-05-05,2025-05-05,Completed,Franklin,55.0,1.05,1.14,6.66,6.81,0,0,14,4.4
913352,,340,1,4,2025-05-05,2025-05-05,Completed,Spring Hill,67.12,1.01,1.08,6.36,6.44,0,0,27,4.5
904654,,119,1,2,2025-05-04,2025-05-05,Completed,Franklin,57.16,0.95,0.94,6.79,6.83,0,1,31,4.5
905616,,144,1,2,2025-05-04,2025-05-05,Completed,Franklin,52.42,1.0,0.96,6.58,6.59,0,1,32,4.8
904835,,123,1,5,2025-05-05,2025-05-05,Completed,Nashville,54.77,1.08,1.09,6.5,6.04,0,0,12,4.3
911464,,287,1,1,2025-05-04,2025-05-06,Completed,Franklin,57.23,0.99,0.97,6.06,5.28,0,1,36,4.8
913627,,347,1,4,2025-05-05,2025-05-06,Completed,Spring Hill,58.32,1.02,1.02,6.72,7.49,0,1,18,4.4
909560,,232,1,3,2025-05-06,2025-05-06,Completed,Spring Hill,56.06,0.98,1.18,6.66,6.33,0,0,21,4.6
916182,,404,1,3,2025-05-06,2025-05-06,Completed,Brentwood,55.01,1.1,1.4,6.57,7.0,0,0,37,5.0
901501,,37,1,1,2025-05-06,2025-05-06,Completed,Nolensville,71.88,0.98,0.84,6.32,6.26,0,0,12,4.9
915109,,379,1,1,2025-05-05,2025-05-06,Completed,Brentwood,60.08,1.03,1.08,6.31,7.16,0,1,36,4.4
910992,,270,1,4,2025-05-06,2025-05-06,Completed,Spring Hill,54.49,0.99,0.93,6.23,6.25,0,0,17,4.1
902780,,69,1,3,2025-05-06,2025-05-06,Completed,Brentwood,59.86,0.98,1.4,6.2,6.33,0,0,16,4.6
903877,,100,1,4,2025-05-06,2025-05-06,Completed,Spring Hill,121.22,2.05,1.82,13.52,13.18,0,0,12,4.4
916983,50104,27,9,2,2025-05-06,2025-05-06,Completed,Nolensville,324.78,3.54,2.78,70.26,85.65,0,0,17,5.0
916245,,406,1,5,2025-05-06,2025-05-06,Completed,Nashville,52.31,1.01,1.01,6.7,6.38,0,0,31,4.4
909729,,235,1,2,2025-05-06,2025-05-06,Completed,Franklin,60.07,0.93,1.09,6.49,6.57,0,0,23,4.4
904176,,107,1,2,2025-05-06,2025-05-06,Completed,Spring Hill,57.66,1.09,0.94,6.9,6.69,0,0,37,4.9
916801,,419,1,1,2025-05-06,2025-05-06,Completed,Nolensville,76.45,1.4,1.32,8.28,9.01,0,0,15,5.0
912710,,323,1,4,2025-05-04,2025-05-06,Completed,Franklin,68.56,0.97,0.9,6.12,5.68,0,1,50,4.6
900006,,1,1,5,2025-05-06,2025-05-06,Completed,Nashville,57.22,0.98,1.01,6.31,6.68,0,0,39,4.5
906064,,153,1,3,2025-05-05,2025-05-06,Completed,Brentwood,78.22,1.4,1.43,9.19,8.74,0,1,32,4.5
907546,,187,1,1,2025-05-06,2025-05-06,Completed,Nolensville,56.65,1.03,1.01,6.33,5.31,0,0,27,4.6
906944,,176,1,4,2025-05-06,2025-05-06,Completed,Nolensville,69.49,1.31,1.22,9.26,10.21,0,0,30,4.2
905989,,151,1,5,2025-05-06,2025-05-06,Completed,Nashville,56.77,0.97,0.85,5.9,6.26,0,0,25,4.8
904488,,115,1,4,2025-05-06,2025-05-06,Completed,Nashville,68.14,1.03,0.98,6.47,5.7,0,0,32,4.9
908489,,205,1,4,2025-05-06,2025-05-06,Completed,Nolensville,80.12,1.4,1.38,8.42,6.42,0,0,31,4.7
912881,,329,1,4,2025-05-06,2025-05-06,Completed,Spring Hill,70.21,0.97,0.81,6.79,6.77,0,0,21,4.3
917314,50738,173,3,1,2025-05-05,2025-05-06,Completed,Spring Hill,761.05,8.69,7.09,204.67,193.12,0,1,33,4.9
914029,,354,1,1,2025-05-04,2025-05-06,Completed,Spring Hill,59.88,0.97,1.05,6.72,6.97,0,1,29,4.9
914067,,355,1,4,2025-05-06,2025-05-06,Completed,Franklin,57.59,1.09,1.03,5.69,4.76,0,0,21,4.2
911336,,283,1,2,2025-05-04,2025-05-06,Completed,Franklin,126.16,2.07,2.19,12.71,12.05,0,1,38,4.8
917345,50809,190,10,4,2025-05-06,2025-05-06,Completed,Nolensville,3663.37,41.62,35.97,1172.14,1103.78,0,0,64,4.5
