invoice_id,job_id,customer_id,invoice_date,invoice_amount,payment_status,days_to_pay,paid_date
703141,911466,287,2025-06-01,55.3,Paid,14,2025-06-15
703142,908360,203,2025-06-02,77.85,Paid,8,2025-06-10
703143,905723,146,2025-06-01,57.14,Paid,5,2025-06-06
703144,908557,206,2025-06-01,59.26,Paid,0,2025-06-01
703145,903941,102,2025-06-03,67.91,Paid,30,2025-07-03
703146,914031,354,2025-06-01,55.87,Paid,16,2025-06-17
703147,916415,410,2025-06-03,95.81,Paid,23,2025-06-26
703148,902433,58,2025-06-02,68.17,Paid,26,2025-06-28
703149,905424,140,2025-06-02,59.27,Paid,0,2025-06-02
703150,912611,320,2025-06-02,75.35,Paid,12,2025-06-14
703151,909967,242,2025-06-01,83.91,Paid,8,2025-06-09
703152,905555,143,2025-06-03,52.38,Paid,10,2025-06-13
703153,905620,144,2025-06-01,58.66,Paid,6,2025-06-07
703154,911299,282,2025-06-03,114.85,Paid,7,2025-06-10
703155,909318,227,2025-06-01,61.08,Paid,4,2025-06-05
703156,912714,323,2025-06-02,73.9,Paid,22,2025-06-24
703157,911238,281,2025-06-01,51.05,Paid,0,2025-06-01
703158,901441,36,2025-06-03,81.16,Paid,7,2025-06-10
703159,909177,222,2025-06-02,77.98,Paid,11,2025-06-13
703160,913631,347,2025-06-02,58.1,Paid,15,2025-06-17
703161,907955,195,2025-06-03,59.3,Paid,11,2025-06-14
703162,916289,408,2025-06-04,60.24,Paid,5,2025-06-09
703163,902717,66,2025-06-03,71.19,Paid,21,2025-06-24
703164,903369,86,2025-06-02,56.9,Paid,0,2025-06-02
703165,911611,290,2025-06-02,58.83,Paid,14,2025-06-16
703166,900904,25,2025-06-02,84.96,Paid,3,2025-06-05
703167,902227,53,2025-06-04,89.86,Paid,23,2025-06-27
703168,913928,352,2025-06-03,128.95,Paid,2,2025-06-05
703169,909667,234,2025-06-04,64.27,Paid,4,2025-06-08
703170,915175,381,2025-06-03,83.03,Paid,0,2025-06-03
703171,913356,340,2025-06-03,63.83,Paid,33,2025-07-06
703172,905490,142,2025-06-04,59.85,Paid,7,2025-06-11
703173,902392,57,2025-06-04,57.63,Paid,30,2025-07-04
703174,900800,21,2025-06-02,93.0,Paid,5,2025-06-07
703175,912818,328,2025-06-03,68.55,Paid,21,2025-06-24
703176,915113,379,2025-06-03,63.8,Paid,12,2025-06-15
703177,906402,164,2025-06-02,57.92,Paid,12,2025-06-14
703178,908152,198,2025-06-03,113.64,Paid,2,2025-06-05
703179,917533,286,2025-06-03,2342.45,Paid,0,2025-06-03
703180,901858,44,2025-06-03,54.29,Paid,0,2025-06-03
703181,906359,163,2025-06-04,76.13,Paid,0,2025-06-04
703182,902570,62,2025-06-02,84.37,Paid,0,2025-06-02
703183,907615,188,2025-06-03,72.24,Paid,18,2025-06-21
703184,912301,312,2025-06-03,136.11,Paid,31,2025-07-04
703185,904839,123,2025-06-03,56.06,Paid,10,2025-06-13
703186,915537,389,2025-06-03,59.78,Paid,0,2025-06-03
703187,903983,103,2025-06-04,77.36,Paid,6,2025-06-10
703188,907482,186,2025-06-03,54.32,Paid,13,2025-06-16
703189,900862,22,2025-06-04,69.29,Paid,14,2025-06-18
703190,914720,371,2025-06-04,60.7,Paid,8,2025-06-12
703191,916763,418,2025-06-04,59.23,Paid,19,2025-06-23
703192,903435,87,2025-06-04,56.22,Paid,11,2025-06-15
703193,901792,43,2025-06-03,60.34,Paid,0,2025-06-03
703194,906066,153,2025-06-04,78.65,Paid,9,2025-06-13
703195,912776,324,2025-06-02,56.87,Paid,0,2025-06-02
703196,904492,115,2025-06-03,77.14,Paid,17,2025-06-20
703197,901503,37,2025-06-04,68.47,Paid,18,2025-06-22
703198,916247,406,2025-06-03,60.35,Paid,23,2025-06-26
703199,914069,355,2025-06-03,59.28,Paid,7,2025-06-10
703200,910996,270,2025-06-04,54.43,Paid,13,2025-06-17
703201,907140,179,2025-06-03,86.78,Paid,32,2025-07-05
703202,910548,256,2025-06-05,58.15,Paid,12,2025-06-17
703203,916805,419,2025-06-04,74.17,Paid,12,2025-06-16
703204,909733,235,2025-06-05,55.68,Paid,17,2025-06-22
703205,902784,69,2025-06-05,51.78,Paid,0,2025-06-05
703206,916186,404,2025-06-04,55.79,Paid,0,2025-06-04
703207,901645,40,2025-06-04,58.48,Paid,9,2025-06-13
703208,906507,166,2025-06-03,58.85,Paid,12,2025-06-15
703209,915906,397,2025-06-05,53.01,Paid,12,2025-06-17
703210,909564,232,2025-06-03,55.99,Paid,8,2025-06-11
703211,904180,107,2025-06-05,60.33,Paid,2,2025-06-07
703212,917508,274,2025-06-03,638.98,Paid,5,2025-06-08
703213,904350,111,2025-06-05,56.78,Paid,10,2025-06-15
703214,903881,100,2025-06-03,113.37,Paid,0,2025-06-03
703215,916930,5,2025-06-04,3505.13,Paid,13,2025-06-17
703216,900352,10,2025-06-04,55.45,Paid,4,2025-06-08
703217,912885,329,2025-06-04,64.73,Paid,25,2025-06-29
703218,908493,205,2025-06-05,75.61,Paid,0,2025-06-05
703219,904906,124,2025-06-04,78.55,Paid,10,2025-06-14
703220,909046,219,2025-06-05,65.63,Paid,37,2025-07-12
703221,906948,176,2025-06-04,74.65,Paid,0,2025-06-04
703222,904115,105,2025-06-03,54.75,Paid,2,2025-06-05
703223,907550,187,2025-06-03,64.4,Paid,7,2025-06-10
703224,902916,71,2025-06-05,64.29,Paid,10,2025-06-15
703225,900010,1,2025-06-05,54.02,Paid,7,2025-06-12
703226,900071,2,2025-06-06,54.95,Paid,20,2025-06-26
703227,915368,386,2025-06-04,59.57,Paid,7,2025-06-11
703228,911740,294,2025-06-06,87.14,Paid,19,2025-06-25
703229,910760,266,2025-06-06,55.01,Paid,0,2025-06-06
703230,909799,236,2025-06-06,121.15,Paid,11,2025-06-17
703231,905036,126,2025-06-05,84.8,Paid,8,2025-06-13
703232,907747,191,2025-06-04,115.96,Paid,5,2025-06-09
703233,900632,16,2025-06-04,61.13,Paid,8,2025-06-12
703234,901749,42,2025-06-06,76.86,Paid,7,2025-06-13
703235,907249,181,2025-06-04,58.82,Paid,8,2025-06-12
703236,917778,399,2025-06-06,2260.42,Paid,9,2025-06-15
703237,912182,307,2025-06-06,58.55,Paid,13,2025-06-19
703238,917453,246,2025-06-05,566.43,Paid,23,2025-06-28
703239,907013,177,2025-06-05,52.75,Paid,16,2025-06-21
703240,903020,76,2025-06-04,55.22,Paid,12,2025-06-16
703241,915434,387,2025-06-06,67.47,Paid,16,2025-06-22
703242,910590,259,2025-06-06,114.3,Paid,9,2025-06-15
703243,904241,109,2025-06-05,56.06,Paid,18,2025-06-23
703244,904049,104,2025-06-05,60.52,Paid,21,2025-06-26
703245,914312,361,2025-06-05,55.83,Paid,14,2025-06-19
703246,917222,134,2025-06-06,215.03,Paid,4,2025-06-10
703247,904971,125,2025-06-06,81.1,Paid,12,2025-06-18
703248,911951,302,2025-06-06,121.37,Paid,3,2025-06-09
703249,915640,391,2025-06-06,69.27,Paid,14,2025-06-20
703250,914644,368,2025-06-06,55.62,Paid,0,2025-06-06
703251,916107,402,2025-06-06,69.62,Paid,21,2025-06-27
703252,906774,172,2025-06-05,59.95,Paid,5,2025-06-10
703253,901310,34,2025-06-06,67.25,Paid,13,2025-06-19
703254,908942,215,2025-06-05,113.43,Paid,6,2025-06-11
703255,903081,77,2025-06-05,71.95,Paid,14,2025-06-19
703256,908876,213,2025-06-06,108.8,Paid,3,2025-06-09
703257,910448,254,2025-06-06,65.13,Paid,24,2025-06-30
703258,917489,266,2025-06-06,6561.41,Paid,0,2025-06-06
703259,905991,151,2025-06-05,57.31,Paid,0,2025-06-05
703260,906283,159,2025-06-05,95.01,Paid,19,2025-06-24
703261,913406,340,2025-06-05,112.12,Paid,11,2025-06-16
703262,917469,255,2025-06-07,2934.61,Paid,0,2025-06-07
703263,916235,404,2025-06-05,95.87,Paid,3,2025-06-08
703264,904596,118,2025-06-06,54.99,Paid,16,2025-06-22
703265,912054,304,2025-06-06,90.31,Paid,9,2025-06-15
703266,916611,413,2025-06-06,122.58,Paid,5,2025-06-11
703267,906572,167,2025-06-06,57.77,Paid,8,2025-06-14
703268,901842,43,2025-06-07,86.88,Paid,3,2025-06-10
703269,908410,203,2025-06-06,128.85,Paid,4,2025-06-10
703270,905855,148,2025-06-07,56.45,Paid,7,2025-06-14
703271,900150,4,2025-06-07,71.67,Paid,10,2025-06-17
703272,902331,55,2025-06-05,80.74,Paid,22,2025-06-27
703273,904698,120,2025-06-05,83.16,Paid,6,2025-06-11
703274,911136,279,2025-06-07,57.11,Paid,0,2025-06-07
703275,912351,312,2025-06-07,223.06,Paid,21,2025-06-28
703276,901190,30,2025-06-07,88.12,Paid,8,2025-06-15
703277,910017,242,2025-06-06,125.06,Paid,22,2025-06-28
703278,904450,114,2025-06-07,69.18,Paid,11,2025-06-18
703279,900971,27,2025-06-05,76.55,Paid,14,2025-06-19
703280,911782,295,2025-06-06,68.44,Paid,22,2025-06-28
703281,904438,113,2025-06-05,88.05,Paid,2,2025-06-07
703282,916133,402,2025-06-07,107.86,Paid,13,2025-06-20
703283,912495,316,2025-06-05,122.95,Paid,10,2025-06-15
703284,905173,133,2025-06-06,56.8,Paid,13,2025-06-19
703285,911886,299,2025-06-07,55.65,Paid,15,2025-06-22
703286,914583,367,2025-06-07,62.72,Paid,2,2025-06-09
703287,904759,121,2025-06-07,69.71,Paid,6,2025-06-13
703288,907834,192,2025-06-06,197.72,Paid,5,2025-06-11
703289,906017,151,2025-06-05,91.65,Paid,9,2025-06-14
703290,910510,255,2025-06-05,59.99,Paid,0,2025-06-05
703291,906271,158,2025-06-07,110.19,Paid,8,2025-06-15
703292,901775,42,2025-06-05,113.79,Paid,16,2025-06-21
703293,901207,31,2025-06-05,128.1,Paid,11,2025-06-16
703294,911766,294,2025-06-06,144.39,Paid,15,2025-06-21
703295,908427,204,2025-06-05,58.74,Paid,10,2025-06-15
703296,911325,282,2025-06-07,175.28,Paid,18,2025-06-25
703297,913081,333,2025-06-06,82.38,Paid,5,2025-06-11
703298,906185,157,2025-06-06,60.51,Paid,11,2025-06-17
703299,900395,11,2025-06-05,60.3,Paid,15,2025-06-20
703300,911406,286,2025-06-07,59.34,Paid,3,2025-06-10
703301,914746,371,2025-06-07,87.55,Paid,0,2025-06-07
703302,914481,365,2025-06-05,57.36,Paid,9,2025-06-14
703303,912434,314,2025-06-05,67.44,Paid,10,2025-06-15
703304,912368,313,2025-06-07,125.45,Paid,7,2025-06-14
703305,916009,399,2025-06-06,55.24,Paid,21,2025-06-27
703306,912038,303,2025-06-07,137.34,Paid,6,2025-06-13
703307,914981,377,2025-06-07,83.4,Paid,2,2025-06-09
703308,916441,410,2025-06-06,152.56,Paid,23,2025-06-29
703309,900697,18,2025-06-07,56.25,Paid,11,2025-06-18
703310,900616,15,2025-06-07,90.16,Paid,5,2025-06-12
703311,912120,306,2025-06-07,58.41,Paid,0,2025-06-07
703312,910382,252,2025-06-08,57.1,Paid,7,2025-06-15
703313,915239,382,2025-06-07,110.44,Paid,12,2025-06-19
703314,917338,186,2025-06-06,508.28,Paid,6,2025-06-12
703315,909277,226,2025-06-08,81.66,Paid,8,2025-06-16
703316,915706,393,2025-06-08,76.58,Paid,4,2025-06-12
703317,912170,306,2025-06-08,93.68,Paid,2,2025-06-10
703318,901973,45,2025-06-06,99.19,Paid,7,2025-06-13
703319,916561,413,2025-06-08,82.3,Paid,0,2025-06-08
703320,910366,251,2025-06-08,92.5,Paid,3,2025-06-11
703321,909865,238,2025-06-06,51.81,Paid,7,2025-06-13
703322,903419,86,2025-06-07,94.35,Paid,8,2025-06-15
703323,908021,196,2025-06-06,52.96,Paid,0,2025-06-06
703324,912699,322,2025-06-07,179.34,Paid,18,2025-06-25
703325,915047,378,2025-06-07,114.84,Paid,6,2025-06-13
703326,902613,64,2025-06-07,78.59,Paid,13,2025-06-20
703327,908268,199,2025-06-08,137.91,Paid,0,2025-06-08
703328,910316,251,2025-06-07,57.71,Paid,13,2025-06-20
703329,905540,142,2025-06-08,93.48,Paid,13,2025-06-21
703330,907182,180,2025-06-06,83.21,Paid,3,2025-06-09
703331,903223,83,2025-06-07,56.01,Paid,12,2025-06-19
703332,907681,190,2025-06-06,100.34,Paid,36,2025-07-12
703333,900290,9,2025-06-08,61.53,Paid,6,2025-06-14
703334,914758,372,2025-06-08,125.34,Paid,8,2025-06-16
703335,901583,39,2025-06-08,58.58,Paid,0,2025-06-08
703336,900444,11,2025-06-06,103.33,Paid,0,2025-06-06
703337,908773,211,2025-06-07,68.18,Paid,16,2025-06-23
703338,909111,221,2025-06-08,120.63,Paid,7,2025-06-15
703339,902093,51,2025-06-07,71.77,Paid,18,2025-06-25
703340,904284,110,2025-06-06,70.62,Paid,26,2025-07-02
703341,907416,184,2025-06-07,78.48,Paid,10,2025-06-17
703342,908656,208,2025-06-08,112.87,Paid,0,2025-06-08
703343,909265,225,2025-06-06,83.87,Paid,0,2025-06-06
703344,902850,70,2025-06-07,67.12,Paid,17,2025-06-24
703345,906309,159,2025-06-08,160.12,Paid,24,2025-07-02
703346,906321,161,2025-06-07,59.39,Paid,0,2025-06-07
703347,914179,357,2025-06-06,78.83,Paid,0,2025-06-06
703348,914373,362,2025-06-07,53.8,Paid,1,2025-06-08
703349,901102,29,2025-06-08,87.26,Paid,30,2025-07-08
703350,901376,35,2025-06-07,57.91,Paid,23,2025-06-30
703351,903540,92,2025-06-08,83.93,Paid,0,2025-06-08
703352,906867,173,2025-06-06,118.96,Paid,3,2025-06-09
703353,901268,32,2025-06-06,58.93,Paid,0,2025-06-06
703354,911678,293,2025-06-08,58.5,Paid,2,2025-06-10
703355,911509,288,2025-06-07,59.42,Paid,5,2025-06-12
703356,911661,290,2025-06-08,96.23,Paid,1,2025-06-09
703357,900784,19,2025-06-08,101.42,Paid,0,2025-06-08
703358,903303,85,2025-06-08,81.28,Paid,12,2025-06-20
703359,901036,28,2025-06-08,59.07,Paid,2,2025-06-10
703360,903710,97,2025-06-07,82.35,Paid,15,2025-06-22
703361,910863,268,2025-06-07,55.35,Paid,2,2025-06-09
703362,909384,228,2025-06-06,84.73,Paid,0,2025-06-06
703363,915326,385,2025-06-07,88.06,Paid,23,2025-06-30
703364,909548,231,2025-06-08,131.29,Paid,0,2025-06-08
703365,910498,254,2025-06-08,109.7,Paid,20,2025-06-28
703366,910809,266,2025-06-06,97.95,Paid,13,2025-06-19
703367,908318,201,2025-06-06,60.5,Paid,24,2025-06-30
703368,904797,122,2025-06-07,93.37,Paid,10,2025-06-17
703369,903287,84,2025-06-07,96.57,Paid,0,2025-06-07
703370,913867,351,2025-06-08,56.04,Paid,12,2025-06-20
703371,908086,197,2025-06-08,79.93,Paid,10,2025-06-18
703372,917792,410,2025-06-09,1063.24,Paid,14,2025-06-23
703373,913697,348,2025-06-08,53.59,Paid,12,2025-06-20
703374,910249,250,2025-06-07,82.83,Paid,5,2025-06-12
703375,916870,420,2025-06-09,79.14,Paid,6,2025-06-15
703376,910656,261,2025-06-08,53.0,Paid,0,2025-06-08
703377,906658,169,2025-06-09,111.72,Paid,27,2025-07-06
703378,913423,341,2025-06-08,55.48,Paid,1,2025-06-09
703379,910913,268,2025-06-07,95.76,Paid,3,2025-06-10
703380,906674,170,2025-06-09,81.32,Paid,3,2025-06-12
703381,906762,171,2025-06-07,136.47,Paid,13,2025-06-20
703382,900461,13,2025-06-09,58.61,Paid,11,2025-06-20
703383,914295,359,2025-06-07,132.49,Paid,0,2025-06-07
703384,910979,269,2025-06-09,92.61,Paid,0,2025-06-09
703385,909484,230,2025-06-07,114.99,Paid,0,2025-06-07
703386,916714,416,2025-06-09,123.53,Paid,17,2025-06-26
703387,906130,155,2025-06-08,95.5,Paid,10,2025-06-18
703388,900566,15,2025-06-07,56.13,Paid,14,2025-06-21
703389,910104,247,2025-06-07,66.97,Paid,24,2025-07-01
703390,907483,186,2025-06-09,54.82,Paid,16,2025-06-25
703391,903760,97,2025-06-07,132.11,Paid,16,2025-06-23
703392,901164,30,2025-06-08,56.75,Paid,4,2025-06-12
703393,903930,100,2025-06-08,187.71,Paid,4,2025-06-12
703394,913490,342,2025-06-08,53.0,Paid,4,2025-06-12
703395,910718,262,2025-06-08,66.71,Paid,26,2025-07-04
703396,915773,394,2025-06-07,64.05,Paid,31,2025-07-08
703397,912595,318,2025-06-07,95.14,Paid,2,2025-06-09
703398,902977,72,2025-06-09,83.65,Paid,1,2025-06-10
703399,906817,173,2025-06-08,71.23,Paid,10,2025-06-18
703400,916519,412,2025-06-08,84.22,Paid,3,2025-06-11
703401,904033,103,2025-06-08,125.12,Paid,18,2025-06-26
703402,914229,357,2025-06-07,132.52,Paid,7,2025-06-14
703403,905358,139,2025-06-07,57.41,Paid,0,2025-06-07
703404,905789,147,2025-06-07,57.88,Paid,17,2025-06-24
703405,903161,81,2025-06-09,102.47,Paid,26,2025-07-05
703406,910146,248,2025-06-07,113.85,Paid,3,2025-06-10
703407,903261,84,2025-06-08,58.03,Paid,14,2025-06-22
703408,916457,411,2025-06-09,120.15,Paid,13,2025-06-22
703409,909915,238,2025-06-07,84.38,Paid,4,2025-06-11
703410,914112,356,2025-06-07,74.59,Paid,0,2025-06-07
703411,909522,231,2025-06-09,78.2,Paid,7,2025-06-16
703412,901541,38,2025-06-09,55.21,Paid,7,2025-06-16
703413,915201,381,2025-06-07,121.49,Paid,7,2025-06-14
703414,905253,137,2025-06-08,79.55,Paid,3,2025-06-11
703415,908476,204,2025-06-07,102.91,Paid,0,2025-06-07
703416,909625,233,2025-06-09,85.82,Paid,21,2025-06-30
703417,907889,194,2025-06-08,59.07,Paid,4,2025-06-12
703418,905979,150,2025-06-08,98.53,Paid,6,2025-06-14
703419,910207,249,2025-06-07,78.56,Paid,5,2025-06-12
703420,912483,314,2025-06-08,124.62,Paid,13,2025-06-21
703421,914246,359,2025-06-08,77.54,Paid,0,2025-06-08
703422,913289,339,2025-06-08,56.28,Paid,15,2025-06-23
703423,917303,171,2025-06-09,676.71,Paid,11,2025-06-20
703424,917457,249,2025-06-08,3650.74,Paid,0,2025-06-08
703425,902160,52,2025-06-07,114.77,Paid,3,2025-06-10
703426,909510,230,2025-06-07,185.98,Paid,0,2025-06-07
703427,915840,395,2025-06-09,60.17,Paid,23,2025-07-02
703428,908219,199,2025-06-10,71.94,Paid,13,2025-06-23
703429,914415,363,2025-06-08,52.71,Paid,0,2025-06-08
703430,902596,62,2025-06-10,124.15,Paid,10,2025-06-20
703431,914863,374,2025-06-09,82.2,Paid,11,2025-06-20
703432,901687,41,2025-06-08,57.04,Paid,9,2025-06-17
703433,913764,349,2025-06-08,119.6,Paid,0,2025-06-08
703434,905916,149,2025-06-09,61.74,Paid,15,2025-06-24
703435,908361,203,2025-06-10,82.71,Paid,3,2025-06-13
703436,913130,333,2025-06-08,135.82,Paid,3,2025-06-11
703437,914801,373,2025-06-09,57.94,Paid,11,2025-06-20
703438,916623,414,2025-06-10,55.97,Paid,18,2025-06-28
703439,910195,248,2025-06-10,189.97,Paid,17,2025-06-27
703440,912558,317,2025-06-08,130.38,Paid,8,2025-06-16
703441,916355,409,2025-06-08,79.26,Paid,6,2025-06-14
703442,908558,206,2025-06-09,54.94,Paid,3,2025-06-12
703443,903607,95,2025-06-09,101.04,Paid,18,2025-06-27
703444,913971,353,2025-06-09,53.5,Paid,0,2025-06-09
703445,904412,113,2025-06-10,60.36,Paid,10,2025-06-20
703446,910929,269,2025-06-10,59.73,Paid,0,2025-06-10
703447,912950,330,2025-06-08,55.04,Paid,7,2025-06-15
703448,913016,331,2025-06-08,54.01,Paid,6,2025-06-14
703449,911341,283,2025-06-10,124.57,Paid,4,2025-06-14
703450,917524,283,2025-06-08,4224.27,Paid,14,2025-06-22
703451,907665,188,2025-06-08,116.22,Paid,18,2025-06-26
703452,901924,45,2025-06-10,55.78,Paid,20,2025-06-30
703453,906724,170,2025-06-10,119.55,Paid,14,2025-06-24
703454,905621,144,2025-06-09,60.92,Paid,9,2025-06-18
703455,906883,175,2025-06-10,89.54,Paid,27,2025-07-07
703456,909968,242,2025-06-10,75.19,Paid,1,2025-06-11
703457,905724,146,2025-06-10,58.23,Paid,22,2025-07-02
703458,902434,58,2025-06-10,68.69,Paid,32,2025-07-12
703459,911239,281,2025-06-09,58.52,Paid,6,2025-06-15
703460,909446,229,2025-06-08,56.73,Paid,18,2025-06-26
703461,913222,336,2025-06-10,76.56,Paid,13,2025-06-23
703462,903069,76,2025-06-10,94.46,Paid,0,2025-06-10
703463,909239,225,2025-06-08,58.75,Paid,0,2025-06-08
703464,901256,31,2025-06-08,197.81,Paid,0,2025-06-08
703465,906104,155,2025-06-08,61.07,Paid,0,2025-06-08
703466,915288,384,2025-06-10,65.42,Paid,14,2025-06-24
703467,916058,399,2025-06-08,99.12,Paid,7,2025-06-15
703468,911728,293,2025-06-10,89.74,Paid,5,2025-06-15
703469,915520,388,2025-06-08,89.8,Paid,3,2025-06-11
703470,912258,309,2025-06-10,60.19,Paid,16,2025-06-26
703471,916095,401,2025-06-10,95.93,Paid,4,2025-06-14
703472,901989,47,2025-06-08,54.59,Paid,0,2025-06-08
703473,912612,320,2025-06-09,80.94,Paid,0,2025-06-09
703474,909319,227,2025-06-09,58.15,Paid,0,2025-06-09
703475,915213,382,2025-06-10,69.28,Paid,16,2025-06-26
703476,909178,222,2025-06-10,78.5,Paid,0,2025-06-10
703477,912220,308,2025-06-10,61.81,Paid,16,2025-06-26
703478,902675,65,2025-06-08,59.02,Paid,14,2025-06-22
703479,905315,138,2025-06-08,60.79,Paid,6,2025-06-14
703480,912673,322,2025-06-10,110.13,Paid,0,2025-06-10
703481,912715,323,2025-06-09,68.96,Paid,7,2025-06-16
703482,905425,140,2025-06-08,52.67,Paid,8,2025-06-16
703483,915823,394,2025-06-10,106.33,Paid,11,2025-06-21
703484,916507,411,2025-06-11,194.31,Paid,11,2025-06-22
703485,913357,340,2025-06-10,66.06,Paid,27,2025-07-07
703486,905491,142,2025-06-10,52.03,Paid,14,2025-06-24
703487,909227,222,2025-06-11,136.04,Paid,16,2025-06-27
703488,913577,343,2025-06-09,123.88,Paid,4,2025-06-13
703489,901152,29,2025-06-11,140.89,Paid,24,2025-07-05
703490,907808,192,2025-06-10,128.3,Paid,7,2025-06-17
703491,903436,87,2025-06-10,56.33,Paid,5,2025-06-15
703492,903984,103,2025-06-11,80.48,Paid,5,2025-06-16
703493,914784,372,2025-06-09,192.44,Paid,7,2025-06-16
703494,903777,98,2025-06-11,55.45,Paid,5,2025-06-16
703495,902718,66,2025-06-10,76.3,Paid,3,2025-06-13
703496,906621,167,2025-06-09,93.25,Paid,18,2025-06-27
703497,913065,331,2025-06-10,84.17,Paid,27,2025-07-07
703498,904840,123,2025-06-10,57.78,Paid,26,2025-07-06
703499,901859,44,2025-06-10,56.92,Paid,1,2025-06-11
703500,909368,227,2025-06-11,97.38,Paid,16,2025-06-27
703501,904400,111,2025-06-11,89.42,Paid,8,2025-06-19
703502,908153,198,2025-06-09,112.99,Paid,13,2025-06-22
703503,912934,329,2025-06-11,115.52,Paid,28,2025-07-09
703504,907956,195,2025-06-10,56.77,Paid,13,2025-06-23
703505,903590,92,2025-06-11,125.38,Paid,10,2025-06-21
703506,905161,132,2025-06-10,97.33,Paid,8,2025-06-18
703507,910432,252,2025-06-09,96.36,Paid,2,2025-06-11
703508,903370,86,2025-06-09,59.46,Paid,5,2025-06-14
703509,915097,378,2025-06-11,199.78,Paid,6,2025-06-17
703510,915114,379,2025-06-10,55.87,Paid,23,2025-07-03
703511,913589,345,2025-06-11,61.8,Paid,0,2025-06-11
703512,913632,347,2025-06-09,57.04,Paid,0,2025-06-09
703513,915538,389,2025-06-11,54.11,Paid,2,2025-06-13
703514,910029,245,2025-06-09,83.3,Paid,0,2025-06-09
703515,917308,172,2025-06-10,244.95,Paid,9,2025-06-19
703516,909668,234,2025-06-10,55.18,Paid,0,2025-06-10
703517,900523,14,2025-06-11,67.82,Paid,19,2025-06-30
703518,906142,156,2025-06-09,60.69,Paid,8,2025-06-17
703519,907846,193,2025-06-11,57.82,Paid,5,2025-06-16
703520,900905,25,2025-06-10,79.34,Paid,23,2025-07-03
703521,904351,111,2025-06-11,53.97,Paid,4,2025-06-15
703522,912302,312,2025-06-09,124.39,Paid,21,2025-06-30
703523,910449,254,2025-06-09,71.87,Paid,28,2025-07-07
703524,912819,328,2025-06-10,67.46,Paid,27,2025-07-07
703525,904267,109,2025-06-09,99.16,Paid,5,2025-06-14
703526,904955,124,2025-06-10,134.1,Paid,18,2025-06-28
703527,901793,43,2025-06-10,58.13,Paid,6,2025-06-16
703528,905556,143,2025-06-11,53.5,Paid,17,2025-06-28
703529,909303,226,2025-06-09,123.32,Paid,16,2025-06-25
703530,908719,209,2025-06-11,91.94,Paid,11,2025-06-22
703531,916290,408,2025-06-11,55.54,Paid,0,2025-06-11
703532,903668,96,2025-06-09,62.9,Paid,12,2025-06-21
703533,916934,8,2025-06-11,6237.58,Paid,12,2025-06-23
703534,917739,385,2025-06-09,958.95,Paid,16,2025-06-25
703535,906403,164,2025-06-10,52.6,Paid,12,2025-06-22
703536,905605,143,2025-06-10,100.32,Paid,10,2025-06-20
703537,902228,53,2025-06-10,82.74,Paid,6,2025-06-16
703538,917614,324,2025-06-09,189.0,Paid,5,2025-06-14
703539,909003,216,2025-06-11,58.18,Paid,19,2025-06-30
703540,913142,334,2025-06-09,59.59,Paid,1,2025-06-10
703541,902495,60,2025-06-11,57.04,Paid,0,2025-06-11
703542,904181,107,2025-06-11,54.06,Paid,5,2025-06-16
703543,914313,361,2025-06-12,56.29,Paid,9,2025-06-21
703544,909927,241,2025-06-12,56.29,Paid,0,2025-06-12
703545,916806,419,2025-06-11,82.25,Paid,11,2025-06-22
703546,915495,388,2025-06-11,55.2,Paid,11,2025-06-22
703547,905303,137,2025-06-10,120.28,Paid,22,2025-07-02
703548,906508,166,2025-06-10,54.28,Paid,10,2025-06-20
703549,913916,351,2025-06-12,101.35,Paid,1,2025-06-13
703550,906633,169,2025-06-12,69.34,Paid,15,2025-06-27
703551,914020,353,2025-06-11,97.64,Paid,1,2025-06-12
703552,907363,182,2025-06-11,90.48,Paid,11,2025-06-22
703553,901442,36,2025-06-12,78.68,Paid,13,2025-06-25
703554,916726,417,2025-06-11,57.74,Paid,15,2025-06-26
703555,915967,398,2025-06-11,70.18,Paid,23,2025-07-04
703556,917538,290,2025-06-11,306.69,Paid,4,2025-06-15
703557,916665,416,2025-06-12,78.98,Paid,14,2025-06-26
703558,909734,235,2025-06-11,58.95,Paid,4,2025-06-15
703559,900011,1,2025-06-10,54.73,Paid,13,2025-06-23
703560,912886,329,2025-06-10,64.44,Paid,20,2025-06-30
703561,904116,105,2025-06-12,53.27,Paid,10,2025-06-22
703562,912570,318,2025-06-10,58.48,Paid,16,2025-06-26
703563,914982,377,2025-06-10,76.61,Paid,0,2025-06-10
703564,907551,187,2025-06-10,51.35,Paid,14,2025-06-24
703565,903882,100,2025-06-11,116.63,Paid,13,2025-06-24
703566,908494,205,2025-06-11,77.17,Paid,25,2025-07-06
703567,901359,34,2025-06-11,125.99,Paid,38,2025-07-19
703568,902917,71,2025-06-11,59.44,Paid,0,2025-06-11
703569,907616,188,2025-06-11,67.94,Paid,28,2025-07-09
703570,907079,178,2025-06-12,62.32,Paid,0,2025-06-12
703571,906949,176,2025-06-10,81.99,Paid,0,2025-06-10
703572,911612,290,2025-06-11,62.48,Paid,12,2025-06-23
703573,916404,409,2025-06-12,120.72,Paid,2,2025-06-14
703574,912208,307,2025-06-12,97.35,Paid,1,2025-06-13
703575,904907,124,2025-06-11,75.59,Paid,6,2025-06-17
