job_id,employee_id,crew_id,work_date,labor_hours,labor_cost
901588,1001,1,2025-07-11,0.22,5.39
901588,1002,1,2025-07-11,0.43,9.12
901588,1003,1,2025-07-11,0.24,5.16
914903,1001,1,2025-07-12,0.28,6.86
914903,1002,1,2025-07-12,0.27,5.72
914903,1003,1,2025-07-12,0.33,7.1
913495,1004,2,2025-07-12,0.42,9.21
913495,1005,2,2025-07-12,0.07,1.41
913495,1006,2,2025-07-12,0.53,10.58
900571,1001,1,2025-07-12,0.37,9.06
900571,1002,1,2025-07-12,0.15,3.18
900571,1003,1,2025-07-12,0.33,7.1
915778,1010,4,2025-07-12,0.3,7.42
915778,1011,4,2025-07-12,0.21,3.91
915778,1012,4,2025-07-12,0.58,10.71
905258,1001,1,2025-07-12,0.64,15.67
905258,1002,1,2025-07-12,0.22,4.66
905258,1003,1,2025-07-12,0.42,9.03
906679,1001,1,2025-07-12,0.26,6.37
906679,1002,1,2025-07-12,0.64,13.57
906679,1003,1,2025-07-12,0.64,13.76
913702,1010,4,2025-07-12,0.53,13.12
913702,1011,4,2025-07-12,0.23,4.28
913702,1012,4,2025-07-12,0.16,2.96
911199,1001,1,2025-07-12,0.22,5.39
911199,1002,1,2025-07-12,0.35,7.42
911199,1003,1,2025-07-12,0.29,6.23
905099,1004,2,2025-07-12,0.2,4.38
905099,1005,2,2025-07-12,0.41,8.28
905099,1006,2,2025-07-12,0.52,10.38
907488,1013,5,2025-07-12,0.59,14.99
907488,1014,5,2025-07-12,0.39,7.68
907488,1015,5,2025-07-12,0.15,2.84
906466,1004,2,2025-07-12,0.22,4.82
906466,1005,2,2025-07-12,0.44,8.89
906466,1006,2,2025-07-12,0.42,8.39
902053,1007,3,2025-07-12,0.17,3.85
902053,1008,3,2025-07-12,0.59,12.53
902053,1009,3,2025-07-12,0.31,6.23
914684,1001,1,2025-07-12,0.8,19.59
914684,1002,1,2025-07-12,0.08,1.7
914684,1003,1,2025-07-12,0.51,10.96
900466,1007,3,2025-07-12,0.49,11.09
900466,1008,3,2025-07-12,0.54,11.47
900466,1009,3,2025-07-12,0.1,2.01
906822,1010,4,2025-07-12,0.33,8.17
906822,1011,4,2025-07-12,0.32,5.96
906822,1012,4,2025-07-12,0.64,11.82
903782,1001,1,2025-07-12,0.08,1.96
903782,1002,1,2025-07-12,0.42,8.9
903782,1003,1,2025-07-12,0.44,9.46
901692,1007,3,2025-07-12,0.35,7.92
901692,1008,3,2025-07-12,0.33,7.01
901692,1009,3,2025-07-12,0.4,8.04
910661,1010,4,2025-07-12,0.23,5.69
910661,1011,4,2025-07-12,0.09,1.68
910661,1012,4,2025-07-12,0.49,9.05
916462,1004,2,2025-07-12,0.66,14.47
916462,1005,2,2025-07-12,0.55,11.11
916462,1006,2,2025-07-12,0.67,13.38
913294,1010,4,2025-07-12,0.34,8.42
913294,1011,4,2025-07-12,0.23,4.28
913294,1012,4,2025-07-12,0.35,6.46
910254,1001,1,2025-07-12,0.83,20.33
910254,1002,1,2025-07-12,0.27,5.72
910254,1003,1,2025-07-12,0.18,3.87
907894,1001,1,2025-07-12,0.14,3.43
907894,1002,1,2025-07-12,0.17,3.6
907894,1003,1,2025-07-12,0.62,13.33
903166,1013,5,2025-07-12,0.69,17.53
903166,1014,5,2025-07-12,0.37,7.29
903166,1015,5,2025-07-12,0.62,11.72
901994,1004,2,2025-07-12,0.15,3.29
901994,1005,2,2025-07-12,0.31,6.26
901994,1006,2,2025-07-12,0.49,9.79
914117,1007,3,2025-07-12,0.74,16.75
914117,1008,3,2025-07-12,0.75,15.93
914117,1009,3,2025-07-12,0.16,3.22
917799,1013,5,2025-07-12,13.55,344.31
917799,1014,5,2025-07-12,14.87,292.94
917799,1015,5,2025-07-12,53.46,1010.93
905363,1001,1,2025-07-12,0.34,8.33
905363,1002,1,2025-07-12,0.16,3.39
905363,1003,1,2025-07-12,0.25,5.38
902165,1010,4,2025-07-12,0.5,12.38
902165,1011,4,2025-07-12,1.08,20.12
902165,1012,4,2025-07-12,0.2,3.69
904555,1004,2,2025-07-12,0.26,5.7
904555,1005,2,2025-07-12,0.32,6.46
904555,1006,2,2025-07-12,0.35,6.99
912955,1004,2,2025-07-12,0.33,7.23
912955,1005,2,2025-07-12,0.21,4.24
912955,1006,2,2025-07-12,0.46,9.19
914420,1013,5,2025-07-13,0.17,4.32
914420,1014,5,2025-07-13,0.19,3.74
914420,1015,5,2025-07-13,0.55,10.4
911302,1010,4,2025-07-13,0.82,20.29
911302,1011,4,2025-07-13,0.34,6.33
911302,1012,4,2025-07-13,0.66,12.19
911469,1004,2,2025-07-13,0.53,11.62
911469,1005,2,2025-07-13,0.21,4.24
911469,1006,2,2025-07-13,0.13,2.6
908733,1001,1,2025-07-13,0.47,11.51
908733,1002,1,2025-07-13,0.22,4.66
908733,1003,1,2025-07-13,0.43,9.24
916360,1010,4,2025-07-13,0.29,7.18
916360,1011,4,2025-07-13,0.31,5.78
916360,1012,4,2025-07-13,0.52,9.6
905213,1010,4,2025-07-13,0.56,13.86
905213,1011,4,2025-07-13,0.15,2.79
905213,1012,4,2025-07-13,0.1,1.85
901929,1001,1,2025-07-13,0.22,5.39
901929,1002,1,2025-07-13,0.45,9.54
901929,1003,1,2025-07-13,0.44,9.46
907084,1010,4,2025-07-13,0.16,3.96
907084,1011,4,2025-07-13,0.47,8.76
907084,1012,4,2025-07-13,0.27,4.99
904659,1004,2,2025-07-13,0.45,9.86
904659,1005,2,2025-07-13,0.22,4.44
904659,1006,2,2025-07-13,0.22,4.39
903944,1004,2,2025-07-13,0.53,11.62
903944,1005,2,2025-07-13,0.45,9.09
903944,1006,2,2025-07-13,0.14,2.8
912720,1010,4,2025-07-13,0.42,10.39
912720,1011,4,2025-07-13,0.46,8.57
912720,1012,4,2025-07-13,0.13,2.4
912617,1001,1,2025-07-13,0.7,17.14
912617,1002,1,2025-07-13,0.34,7.21
912617,1003,1,2025-07-13,0.32,6.88
914034,1007,3,2025-07-13,0.2,4.53
914034,1008,3,2025-07-13,0.42,8.92
914034,1009,3,2025-07-13,0.44,8.85
916670,1007,3,2025-07-13,0.9,20.38
916670,1008,3,2025-07-13,0.37,7.86
916670,1009,3,2025-07-13,0.61,12.27
906888,1010,4,2025-07-13,0.3,7.42
906888,1011,4,2025-07-13,0.54,10.06
906888,1012,4,2025-07-13,0.29,5.36
913976,1001,1,2025-07-13,0.25,6.12
913976,1002,1,2025-07-13,0.59,12.51
913976,1003,1,2025-07-13,0.11,2.37
911346,1004,2,2025-07-13,0.64,14.03
911346,1005,2,2025-07-13,0.53,10.71
911346,1006,2,2025-07-13,0.89,17.77
917400,1010,4,2025-07-13,9.8,242.55
917400,1011,4,2025-07-13,38.82,723.22
917400,1012,4,2025-07-13,8.48,156.63
909183,1001,1,2025-07-13,0.38,9.31
909183,1002,1,2025-07-13,0.51,10.81
909183,1003,1,2025-07-13,0.39,8.38
908224,1004,2,2025-07-13,0.51,11.18
908224,1005,2,2025-07-13,0.61,12.32
908224,1006,2,2025-07-13,0.24,4.79
901447,1007,3,2025-07-13,0.73,16.53
901447,1008,3,2025-07-13,0.25,5.31
901447,1009,3,2025-07-13,0.58,11.66
902439,1004,2,2025-07-13,0.25,5.48
902439,1005,2,2025-07-13,0.1,2.02
902439,1006,2,2025-07-13,0.69,13.78
913021,1004,2,2025-07-13,0.42,9.21
913021,1005,2,2025-07-13,0.23,4.65
913021,1006,2,2025-07-13,0.29,5.79
905626,1004,2,2025-07-13,0.07,1.53
905626,1005,2,2025-07-13,0.22,4.44
905626,1006,2,2025-07-13,0.77,15.38
903612,1001,1,2025-07-13,0.22,5.39
903612,1002,1,2025-07-13,0.14,2.97
903612,1003,1,2025-07-13,0.82,17.63
905729,1004,2,2025-07-13,0.19,4.16
905729,1005,2,2025-07-13,0.49,9.9
905729,1006,2,2025-07-13,0.4,7.99
909324,1001,1,2025-07-13,0.38,9.31
909324,1002,1,2025-07-13,0.22,4.66
909324,1003,1,2025-07-13,0.22,4.73
905561,1010,4,2025-07-13,0.45,11.14
905561,1011,4,2025-07-13,0.2,3.73
905561,1012,4,2025-07-13,0.28,5.17
907319,1013,5,2025-07-13,0.04,1.02
907319,1014,5,2025-07-13,0.78,15.37
907319,1015,5,2025-07-13,0.24,4.54
916418,1010,4,2025-07-13,0.32,7.92
916418,1011,4,2025-07-13,0.61,11.36
916418,1012,4,2025-07-13,0.23,4.25
911244,1013,5,2025-07-13,0.37,9.4
911244,1014,5,2025-07-13,0.38,7.49
911244,1015,5,2025-07-13,0.25,4.73
912307,1007,3,2025-07-14,1.27,28.75
912307,1008,3,2025-07-14,0.62,13.17
912307,1009,3,2025-07-14,0.45,9.05
908563,1001,1,2025-07-14,0.05,1.22
908563,1002,1,2025-07-14,0.27,5.72
908563,1003,1,2025-07-14,0.73,15.7
913428,1013,5,2025-07-14,0.41,10.42
913428,1014,5,2025-07-14,0.45,8.87
913428,1015,5,2025-07-14,0.37,7.0
904356,1004,2,2025-07-14,0.42,9.21
904356,1005,2,2025-07-14,0.17,3.43
904356,1006,2,2025-07-14,0.44,8.79
911845,1013,5,2025-07-14,0.6,15.25
911845,1014,5,2025-07-14,0.19,3.74
911845,1015,5,2025-07-14,0.21,3.97
902723,1007,3,2025-07-14,0.71,16.07
902723,1008,3,2025-07-14,0.61,12.96
902723,1009,3,2025-07-14,0.28,5.63
914723,1007,3,2025-07-14,0.42,9.51
914723,1008,3,2025-07-14,0.08,1.7
914723,1009,3,2025-07-14,0.53,10.66
909673,1004,2,2025-07-14,0.33,7.23
909673,1005,2,2025-07-14,0.14,2.83
909673,1006,2,2025-07-14,0.27,5.39
900865,1010,4,2025-07-14,0.21,5.2
900865,1011,4,2025-07-14,0.16,2.98
900865,1012,4,2025-07-14,0.45,8.31
917106,1007,3,2025-07-14,5.43,122.94
917106,1008,3,2025-07-14,1.72,36.53
917106,1009,3,2025-07-14,1.19,23.93
901864,1007,3,2025-07-14,0.12,2.72
901864,1008,3,2025-07-14,0.66,14.02
901864,1009,3,2025-07-14,0.53,10.66
912824,1010,4,2025-07-14,0.33,8.17
912824,1011,4,2025-07-14,0.3,5.59
912824,1012,4,2025-07-14,0.34,6.28
910454,1004,2,2025-07-14,0.28,6.14
910454,1005,2,2025-07-14,0.49,9.9
910454,1006,2,2025-07-14,0.23,4.59
902233,1001,1,2025-07-14,0.64,15.67
902233,1002,1,2025-07-14,0.27,5.72
902233,1003,1,2025-07-14,0.32,6.88
901798,1013,5,2025-07-14,0.44,11.18
901798,1014,5,2025-07-14,0.28,5.52
901798,1015,5,2025-07-14,0.27,5.11
917417,1001,1,2025-07-14,2.81,68.82
917417,1002,1,2025-07-14,1.39,29.47
917417,1003,1,2025-07-14,4.04,86.86
900806,1007,3,2025-07-14,0.66,14.94
900806,1008,3,2025-07-14,0.23,4.89
900806,1009,3,2025-07-14,0.84,16.89
913637,1007,3,2025-07-14,0.59,13.36
913637,1008,3,2025-07-14,0.43,9.13
913637,1009,3,2025-07-14,0.13,2.61
913362,1010,4,2025-07-14,0.23,5.69
913362,1011,4,2025-07-14,0.24,4.47
913362,1012,4,2025-07-14,0.52,9.6
906069,1007,3,2025-07-14,0.6,13.58
906069,1008,3,2025-07-14,0.43,9.13
906069,1009,3,2025-07-14,0.37,7.44
906362,1007,3,2025-07-14,0.16,3.62
906362,1008,3,2025-07-14,0.34,7.22
906362,1009,3,2025-07-14,1.14,22.93
911617,1001,1,2025-07-14,0.51,12.49
911617,1002,1,2025-07-14,0.17,3.6
911617,1003,1,2025-07-14,0.3,6.45
904845,1013,5,2025-07-14,0.45,11.43
904845,1014,5,2025-07-14,0.17,3.35
904845,1015,5,2025-07-14,0.3,5.67
908158,1001,1,2025-07-14,0.47,11.51
908158,1002,1,2025-07-14,0.42,8.9
908158,1003,1,2025-07-14,0.75,16.12
903989,1007,3,2025-07-14,0.45,10.19
903989,1008,3,2025-07-14,0.51,10.83
903989,1009,3,2025-07-14,0.78,15.69
902573,1013,5,2025-07-14,0.15,3.81
902573,1014,5,2025-07-14,0.51,10.05
902573,1015,5,2025-07-14,0.67,12.67
901648,1004,2,2025-07-14,0.44,9.64
901648,1005,2,2025-07-14,0.31,6.26
901648,1006,2,2025-07-14,0.22,4.39
907961,1013,5,2025-07-14,0.12,3.05
907961,1014,5,2025-07-14,0.41,8.08
907961,1015,5,2025-07-14,0.43,8.13
915119,1010,4,2025-07-14,0.7,17.32
915119,1011,4,2025-07-14,0.2,3.73
915119,1012,4,2025-07-14,0.17,3.14
916295,1013,5,2025-07-14,0.42,10.67
916295,1014,5,2025-07-14,0.33,6.5
916295,1015,5,2025-07-14,0.25,4.73
903375,1007,3,2025-07-14,0.32,7.24
903375,1008,3,2025-07-14,0.31,6.58
903375,1009,3,2025-07-14,0.68,13.67
907621,1001,1,2025-07-14,0.48,11.76
907621,1002,1,2025-07-14,0.31,6.57
907621,1003,1,2025-07-14,0.27,5.81
900910,1010,4,2025-07-14,0.2,4.95
900910,1011,4,2025-07-14,0.42,7.82
900910,1012,4,2025-07-14,0.8,14.78
902395,1010,4,2025-07-14,0.14,3.47
902395,1011,4,2025-07-14,0.11,2.05
902395,1012,4,2025-07-14,0.75,13.85
905994,1013,5,2025-07-15,0.18,4.57
905994,1014,5,2025-07-15,0.51,10.05
905994,1015,5,2025-07-15,0.31,5.86
911002,1010,4,2025-07-15,0.24,5.94
911002,1011,4,2025-07-15,0.33,6.15
911002,1012,4,2025-07-15,0.44,8.13
906954,1001,1,2025-07-15,0.37,9.06
906954,1002,1,2025-07-15,0.44,9.33
906954,1003,1,2025-07-15,0.49,10.54
904498,1013,5,2025-07-15,0.23,5.84
904498,1014,5,2025-07-15,0.28,5.52
904498,1015,5,2025-07-15,0.44,8.32
900355,1007,3,2025-07-15,0.57,12.9
900355,1008,3,2025-07-15,0.37,7.86
900355,1009,3,2025-07-15,0.51,10.26
908499,1001,1,2025-07-15,0.26,6.37
908499,1002,1,2025-07-15,0.53,11.24
908499,1003,1,2025-07-15,0.74,15.91
915543,1001,1,2025-07-15,0.19,4.65
915543,1002,1,2025-07-15,0.33,7.0
915543,1003,1,2025-07-15,0.42,9.03
901506,1001,1,2025-07-15,0.15,3.67
901506,1002,1,2025-07-15,0.23,4.88
901506,1003,1,2025-07-15,0.52,11.18
914987,1007,3,2025-07-15,0.51,11.55
914987,1008,3,2025-07-15,0.47,9.98
914987,1009,3,2025-07-15,0.39,7.84
906513,1010,4,2025-07-15,0.42,10.39
906513,1011,4,2025-07-15,0.19,3.54
906513,1012,4,2025-07-15,0.27,4.99
903887,1010,4,2025-07-15,0.16,3.96
903887,1011,4,2025-07-15,1.35,25.15
903887,1012,4,2025-07-15,0.66,12.19
909052,1004,2,2025-07-15,0.56,12.28
909052,1005,2,2025-07-15,0.17,3.43
909052,1006,2,2025-07-15,0.31,6.19
909973,1001,1,2025-07-15,0.48,11.76
909973,1002,1,2025-07-15,0.49,10.39
909973,1003,1,2025-07-15,0.73,15.7
908366,1010,4,2025-07-15,0.36,8.91
908366,1011,4,2025-07-15,0.49,9.13
908366,1012,4,2025-07-15,0.58,10.71
915912,1004,2,2025-07-15,0.42,9.21
915912,1005,2,2025-07-15,0.41,8.28
915912,1006,2,2025-07-15,0.2,3.99
914072,1004,2,2025-07-15,0.2,4.38
914072,1005,2,2025-07-15,0.46,9.29
914072,1006,2,2025-07-15,0.32,6.39
916192,1007,3,2025-07-15,0.57,12.9
916192,1008,3,2025-07-15,0.28,5.95
916192,1009,3,2025-07-15,0.23,4.63
916250,1013,5,2025-07-15,0.45,11.43
916250,1014,5,2025-07-15,0.5,9.85
916250,1015,5,2025-07-15,0.29,5.48
904121,1004,2,2025-07-15,0.55,12.06
904121,1005,2,2025-07-15,0.34,6.87
904121,1006,2,2025-07-15,0.16,3.2
915845,1001,1,2025-07-15,0.35,8.57
915845,1002,1,2025-07-15,0.18,3.82
915845,1003,1,2025-07-15,0.32,6.88
905430,1001,1,2025-07-15,0.63,15.43
905430,1002,1,2025-07-15,0.12,2.54
905430,1003,1,2025-07-15,0.13,2.79
914318,1001,1,2025-07-15,0.67,16.41
914318,1002,1,2025-07-15,0.29,6.15
914318,1003,1,2025-07-15,0.13,2.79
902922,1007,3,2025-07-15,0.21,4.75
902922,1008,3,2025-07-15,0.84,17.84
902922,1009,3,2025-07-15,0.09,1.81
906408,1004,2,2025-07-15,0.32,7.01
906408,1005,2,2025-07-15,0.05,1.01
906408,1006,2,2025-07-15,0.56,11.18
908696,1001,1,2025-07-15,0.3,7.35
908696,1002,1,2025-07-15,0.24,5.09
908696,1003,1,2025-07-15,0.35,7.52
902790,1007,3,2025-07-15,0.39,8.83
902790,1008,3,2025-07-15,0.54,11.47
902790,1009,3,2025-07-15,0.44,8.85
913931,1001,1,2025-07-15,1.21,29.63
913931,1002,1,2025-07-15,0.32,6.78
913931,1003,1,2025-07-15,0.19,4.08
916811,1001,1,2025-07-15,0.57,13.96
916811,1002,1,2025-07-15,0.38,8.06
916811,1003,1,2025-07-15,0.36,7.74
916766,1004,2,2025-07-15,0.22,4.82
916766,1005,2,2025-07-15,0.24,4.85
916766,1006,2,2025-07-15,0.73,14.58
900016,1013,5,2025-07-15,0.27,6.86
900016,1014,5,2025-07-15,0.22,4.33
900016,1015,5,2025-07-15,0.63,11.91
904912,1004,2,2025-07-15,0.28,6.14
904912,1005,2,2025-07-15,0.17,3.43
904912,1006,2,2025-07-15,1.08,21.57
907556,1001,1,2025-07-15,0.26,6.37
907556,1002,1,2025-07-15,0.29,6.15
907556,1003,1,2025-07-15,0.2,4.3
909570,1010,4,2025-07-15,0.26,6.44
909570,1011,4,2025-07-15,0.27,5.03
909570,1012,4,2025-07-15,0.26,4.8
909739,1007,3,2025-07-15,0.35,7.92
909739,1008,3,2025-07-15,0.67,14.23
909739,1009,3,2025-07-15,0.15,3.02
912779,1004,2,2025-07-15,0.55,12.06
912779,1005,2,2025-07-15,0.16,3.23
912779,1006,2,2025-07-15,0.26,5.19
915329,1004,2,2025-07-16,0.19,4.16
915329,1005,2,2025-07-16,0.89,17.98
915329,1006,2,2025-07-16,0.23,4.59
903084,1010,4,2025-07-16,0.17,4.21
903084,1011,4,2025-07-16,0.18,3.35
903084,1012,4,2025-07-16,0.48,8.87
916110,1010,4,2025-07-16,0.47,11.63
916110,1011,4,2025-07-16,0.13,2.42
916110,1012,4,2025-07-16,0.34,6.28
907019,1007,3,2025-07-16,0.42,9.51
907019,1008,3,2025-07-16,0.47,9.98
907019,1009,3,2025-07-16,0.36,7.24
905496,1001,1,2025-07-16,0.7,17.14
905496,1002,1,2025-07-16,0.38,8.06
905496,1003,1,2025-07-16,0.04,0.86
906191,1004,2,2025-07-16,0.48,10.52
906191,1005,2,2025-07-16,0.34,6.87
906191,1006,2,2025-07-16,0.17,3.39
904186,1010,4,2025-07-16,0.16,3.96
904186,1011,4,2025-07-16,0.12,2.24
904186,1012,4,2025-07-16,0.62,11.45
915374,1001,1,2025-07-16,0.19,4.65
915374,1002,1,2025-07-16,0.23,4.88
915374,1003,1,2025-07-16,0.53,11.4
903026,1001,1,2025-07-16,0.17,4.16
903026,1002,1,2025-07-16,0.28,5.94
903026,1003,1,2025-07-16,0.43,9.24
911957,1004,2,2025-07-16,0.55,12.06
911957,1005,2,2025-07-16,0.74,14.95
911957,1006,2,2025-07-16,0.53,10.58
911515,1010,4,2025-07-16,0.31,7.67
911515,1011,4,2025-07-16,0.47,8.76
911515,1012,4,2025-07-16,0.19,3.51
915646,1013,5,2025-07-16,0.35,8.89
915646,1014,5,2025-07-16,0.38,7.49
915646,1015,5,2025-07-16,0.26,4.92
915178,1013,5,2025-07-16,0.18,4.57
915178,1014,5,2025-07-16,0.46,9.06
915178,1015,5,2025-07-16,0.94,17.78
904055,1004,2,2025-07-16,0.35,7.67
904055,1005,2,2025-07-16,0.28,5.66
904055,1006,2,2025-07-16,0.24,4.79
912185,1013,5,2025-07-16,0.61,15.5
912185,1014,5,2025-07-16,0.05,0.98
912185,1015,5,2025-07-16,0.22,4.16
908027,1007,3,2025-07-16,0.29,6.57
908027,1008,3,2025-07-16,0.48,10.2
908027,1009,3,2025-07-16,0.5,10.05
908948,1001,1,2025-07-16,0.91,22.29
908948,1002,1,2025-07-16,0.19,4.03
908948,1003,1,2025-07-16,0.53,11.4
900074,1007,3,2025-07-16,0.24,5.43
900074,1008,3,2025-07-16,0.49,10.41
900074,1009,3,2025-07-16,0.32,6.44
904244,1001,1,2025-07-16,0.57,13.96
904244,1002,1,2025-07-16,0.33,7.0
904244,1003,1,2025-07-16,0.11,2.37
906286,1007,3,2025-07-16,0.48,10.87
906286,1008,3,2025-07-16,0.39,8.28
906286,1009,3,2025-07-16,0.76,15.28
914647,1004,2,2025-07-16,0.2,4.38
914647,1005,2,2025-07-16,0.27,5.45
914647,1006,2,2025-07-16,0.41,8.19
909805,1010,4,2025-07-16,1.48,36.63
909805,1011,4,2025-07-16,0.24,4.47
909805,1012,4,2025-07-16,0.39,7.2
901752,1001,1,2025-07-16,0.36,8.82
901752,1002,1,2025-07-16,0.55,11.66
901752,1003,1,2025-07-16,0.39,8.38
907753,1007,3,2025-07-16,1.02,23.09
907753,1008,3,2025-07-16,1.05,22.3
907753,1009,3,2025-07-16,0.33,6.64
910766,1001,1,2025-07-16,0.3,7.35
910766,1002,1,2025-07-16,0.29,6.15
910766,1003,1,2025-07-16,0.36,7.74
903441,1013,5,2025-07-16,0.51,12.96
903441,1014,5,2025-07-16,0.13,2.56
903441,1015,5,2025-07-16,0.4,7.56
908882,1001,1,2025-07-16,0.82,20.08
908882,1002,1,2025-07-16,0.33,7.0
908882,1003,1,2025-07-16,0.69,14.83
904977,1004,2,2025-07-16,0.78,17.1
904977,1005,2,2025-07-16,0.6,12.12
904977,1006,2,2025-07-16,0.16,3.2
907255,1013,5,2025-07-16,0.03,0.76
907255,1014,5,2025-07-16,0.64,12.61
907255,1015,5,2025-07-16,0.33,6.24
911743,1001,1,2025-07-16,0.65,15.92
911743,1002,1,2025-07-16,0.18,3.82
911743,1003,1,2025-07-16,0.39,8.38
910551,1010,4,2025-07-16,0.12,2.97
910551,1011,4,2025-07-16,0.48,8.94
910551,1012,4,2025-07-16,0.27,4.99
905042,1007,3,2025-07-16,0.93,21.06
905042,1008,3,2025-07-16,0.17,3.61
905042,1009,3,2025-07-16,0.61,12.27
915440,1007,3,2025-07-16,0.26,5.89
915440,1008,3,2025-07-16,0.42,8.92
915440,1009,3,2025-07-16,0.29,5.83
900638,1007,3,2025-07-16,0.22,4.98
900638,1008,3,2025-07-16,0.54,11.47
900638,1009,3,2025-07-16,0.24,4.83
910596,1013,5,2025-07-16,0.82,20.84
910596,1014,5,2025-07-16,0.31,6.11
910596,1015,5,2025-07-16,1.22,23.07
908433,1004,2,2025-07-17,0.24,5.26
908433,1005,2,2025-07-17,0.19,3.84
908433,1006,2,2025-07-17,0.35,6.99
912440,1004,2,2025-07-17,0.19,4.16
912440,1005,2,2025-07-17,0.38,7.68
912440,1006,2,2025-07-17,0.38,7.59
911892,1013,5,2025-07-17,0.4,10.16
911892,1014,5,2025-07-17,0.26,5.12
911892,1015,5,2025-07-17,0.28,5.29
904602,1013,5,2025-07-17,0.48,12.2
904602,1014,5,2025-07-17,0.15,2.95
904602,1015,5,2025-07-17,0.44,8.32
901213,1013,5,2025-07-17,0.91,23.12
901213,1014,5,2025-07-17,0.36,7.09
901213,1015,5,2025-07-17,0.79,14.94
911788,1010,4,2025-07-17,0.49,12.13
911788,1011,4,2025-07-17,0.25,4.66
911788,1012,4,2025-07-17,0.14,2.59
904453,1010,4,2025-07-17,0.13,3.22
904453,1011,4,2025-07-17,0.26,4.84
904453,1012,4,2025-07-17,0.45,8.31
908092,1001,1,2025-07-17,0.52,12.73
908092,1002,1,2025-07-17,0.41,8.69
908092,1003,1,2025-07-17,0.37,7.96
900977,1001,1,2025-07-17,0.26,6.37
900977,1002,1,2025-07-17,0.52,11.02
900977,1003,1,2025-07-17,0.71,15.26
911412,1010,4,2025-07-17,0.45,11.14
911412,1011,4,2025-07-17,0.4,7.45
911412,1012,4,2025-07-17,0.06,1.11
900401,1001,1,2025-07-17,0.29,7.1
900401,1002,1,2025-07-17,0.23,4.88
900401,1003,1,2025-07-17,0.33,7.1
912891,1010,4,2025-07-17,0.28,6.93
912891,1011,4,2025-07-17,0.28,5.22
912891,1012,4,2025-07-17,0.36,6.65
910152,1013,5,2025-07-17,0.55,13.98
910152,1014,5,2025-07-17,0.61,12.02
910152,1015,5,2025-07-17,0.81,15.32
912060,1004,2,2025-07-17,0.84,18.41
912060,1005,2,2025-07-17,0.16,3.23
912060,1006,2,2025-07-17,0.41,8.19
912374,1010,4,2025-07-17,0.6,14.85
912374,1011,4,2025-07-17,0.93,17.33
912374,1012,4,2025-07-17,0.55,10.16
905861,1007,3,2025-07-17,0.31,7.02
905861,1008,3,2025-07-17,0.6,12.74
905861,1009,3,2025-07-17,0.19,3.82
907143,1010,4,2025-07-17,0.11,2.72
907143,1011,4,2025-07-17,0.64,11.92
907143,1012,4,2025-07-17,0.55,10.16
900156,1010,4,2025-07-17,0.26,6.44
900156,1011,4,2025-07-17,0.36,6.71
900156,1012,4,2025-07-17,0.67,12.37
910513,1010,4,2025-07-17,0.45,11.14
910513,1011,4,2025-07-17,0.24,4.47
910513,1012,4,2025-07-17,0.18,3.32
912498,1007,3,2025-07-17,0.66,14.94
912498,1008,3,2025-07-17,0.94,19.97
912498,1009,3,2025-07-17,0.67,13.47
905176,1010,4,2025-07-17,0.27,6.68
905176,1011,4,2025-07-17,0.27,5.03
905176,1012,4,2025-07-17,0.4,7.39
911142,1004,2,2025-07-17,0.61,13.37
911142,1005,2,2025-07-17,0.17,3.43
911142,1006,2,2025-07-17,0.4,7.99
906777,1013,5,2025-07-17,0.68,17.28
906777,1014,5,2025-07-17,0.15,2.95
906777,1015,5,2025-07-17,0.13,2.46
914487,1001,1,2025-07-17,0.11,2.69
914487,1002,1,2025-07-17,0.28,5.94
914487,1003,1,2025-07-17,0.56,12.04
909487,1001,1,2025-07-17,0.9,22.04
909487,1002,1,2025-07-17,0.55,11.66
909487,1003,1,2025-07-17,0.65,13.97
914252,1001,1,2025-07-17,0.34,8.33
914252,1002,1,2025-07-17,0.4,8.48
914252,1003,1,2025-07-17,0.57,12.25
909280,1001,1,2025-07-17,0.62,15.18
909280,1002,1,2025-07-17,0.35,7.42
909280,1003,1,2025-07-17,0.28,6.02
917209,1004,2,2025-07-17,1.86,40.77
917209,1005,2,2025-07-17,3.54,71.51
917209,1006,2,2025-07-17,0.78,15.58
906578,1010,4,2025-07-17,0.37,9.16
906578,1011,4,2025-07-17,0.13,2.42
906578,1012,4,2025-07-17,0.33,6.1
902337,1001,1,2025-07-17,0.39,9.55
902337,1002,1,2025-07-17,0.28,5.94
902337,1003,1,2025-07-17,0.76,16.34
914589,1010,4,2025-07-17,0.16,3.96
914589,1011,4,2025-07-17,0.35,6.52
914589,1012,4,2025-07-17,0.32,5.91
913873,1001,1,2025-07-17,0.3,7.35
913873,1002,1,2025-07-17,0.42,8.9
913873,1003,1,2025-07-17,0.24,5.16
904704,1001,1,2025-07-17,0.4,9.8
904704,1002,1,2025-07-17,0.61,12.93
904704,1003,1,2025-07-17,0.41,8.81
916015,1007,3,2025-07-17,0.55,12.45
916015,1008,3,2025-07-17,0.64,13.59
916015,1009,3,2025-07-17,0.21,4.22
904762,1010,4,2025-07-17,0.42,10.39
904762,1011,4,2025-07-17,0.25,4.66
904762,1012,4,2025-07-17,0.4,7.39
910869,1004,2,2025-07-18,0.22,4.82
910869,1005,2,2025-07-18,0.15,3.03
910869,1006,2,2025-07-18,0.54,10.78
908321,1001,1,2025-07-18,0.25,6.12
